TEFF   4250.  GRAVITY 0.00000 LTE 
TITLE  [-1.0] VTURB=2  L/H=1.25 NOVER NEW ODF                                   
FLUX    1     9.09        3.298047E+16   1.1561-320   1.1561-320   1.00000
FLUX    2     9.35        3.206337E+16   7.7975-312   7.7977-312   0.99998
FLUX    3     9.61        3.119589E+16   1.7454-303   1.7455-303   0.99998
FLUX    4     9.77        3.068500E+16   1.4414-298   1.4414-298   0.99998
FLUX    5     9.96        3.009965E+16   6.1923-293   6.1925-293   0.99998
FLUX    6    10.20        2.939142E+16   4.0342-286   4.0343-286   0.99998
FLUX    7    10.38        2.888174E+16   3.2269-281   3.2270-281   0.99998
FLUX    8    10.56        2.838944E+16   1.7538-276   1.7539-276   0.99998
FLUX    9    10.77        2.783589E+16   3.6920-271   3.6921-271   0.99998
FLUX   10    11.04        2.715512E+16   1.2970-264   1.2970-264   0.99998
FLUX   11    11.40        2.629759E+16   2.2687-256   2.2687-256   0.99998
FLUX   12    11.78        2.544928E+16   3.2206-248   3.2206-248   0.99998
FLUX   13    12.13        2.471496E+16   3.6516-241   3.6517-241   0.99998
FLUX   14    12.48        2.402184E+16   1.6563-234   1.6563-234   0.99998
FLUX   15    12.71        2.358714E+16   2.4721-230   2.4721-230   0.99998
FLUX   16    12.84        2.334833E+16   4.8514-228   4.8515-228   0.99998
FLUX   17    13.05        2.297260E+16   1.9618-224   1.9619-224   0.99998
FLUX   18    13.24        2.264294E+16   2.8620-221   2.8620-221   0.99998
FLUX   19    13.39        2.238928E+16   7.7786-219   7.7788-219   0.99998
FLUX   20    13.66        2.194674E+16   1.3711-214   1.3712-214   0.99998
FLUX   21    13.98        2.144439E+16   9.0409-210   9.0410-210   0.99998
FLUX   22    14.33        2.092062E+16   9.5223-205   9.5225-205   0.99998
FLUX   23    14.72        2.036634E+16   1.9610-199   1.9610-199   0.99998
FLUX   24    15.10        1.985381E+16   1.6015-194   1.6015-194   0.99998
FLUX   25    15.52        1.931653E+16   2.2498-189   2.2499-189   0.99998
FLUX   26    15.88        1.887862E+16   3.5146-185   3.5146-185   0.99998
FLUX   27    16.20        1.850571E+16   1.3069-181   1.3069-181   0.99998
FLUX   28    16.60        1.805979E+16   2.4234-177   2.4234-177   0.99998
FLUX   29    17.03        1.760379E+16   5.5928-173   5.5929-173   0.99998
FLUX   30    17.34        1.728907E+16   5.7261-170   5.7262-170   0.99998
FLUX   31    17.68        1.695659E+16   8.6540-167   8.6541-167   0.99998
FLUX   32    18.02        1.663665E+16   9.9030-164   9.9032-164   0.99998
FLUX   33    18.17        1.649931E+16   2.0344-162   2.0344-162   0.99998
FLUX   34    18.61        1.610921E+16   1.0871-158   1.0871-158   0.99998
FLUX   35    19.10        1.569594E+16   9.6349-155   9.6350-155   0.99998
FLUX   36    19.39        1.546119E+16   1.6771-152   1.6772-152   0.99998
FLUX   37    19.84        1.511051E+16   3.7243-149   3.7244-149   0.99998
FLUX   38    20.18        1.485592E+16   1.0012-146   1.0012-146   0.99998
FLUX   39    20.50        1.462402E+16   1.6347-144   1.6348-144   0.99998
FLUX   40    21.05        1.424192E+16   7.1876-141   7.1877-141   0.99998
FLUX   41    21.62        1.386644E+16   2.7235-137   2.7235-137   0.99998
FLUX   42    21.98        1.363933E+16   3.9704-135   3.9704-135   0.99998
FLUX   43    22.30        1.344361E+16   2.8981-133   2.8981-133   0.99998
FLUX   44    22.68        1.321836E+16   4.0398-131   4.0399-131   0.99998
FLUX   45    23.00        1.303446E+16   2.2755-129   2.2755-129   0.99998
FLUX   46    23.40        1.281165E+16   2.9954-127   2.9955-127   0.99998
